"SPECIES_SCIENTIFIC","SPECIES_COMMON","DATE OF COLLECTION (DD/MO/YYYY)","TAG .","TL(CM)","PCL (CM)","SEX (M/F)","LOCATION_SPECIFIC","GENERAL GEOGRAPHIC LOCATION","LATITUDE","LONGITUDE","DATATYPE","DAY","MONTH","YEAR"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A1688",82.2,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A3568",87,NA,"M","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A1616",94,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A3570",85,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A3564",89.4,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A1690",84.5,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A1682",89.4,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A1680",88,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A1670",84,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A1665",79.5,NA,"M","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A1683",87,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A1678",82.5,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A3613",85,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A1664",88,NA,"M","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A1687",78,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A0200",90,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A0192",88.5,NA,"F","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A0194",82,NA,"F","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A0190",82,NA,"F","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A0198",90,NA,"F","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A1685",86.8,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A1623",91.6,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A0164",92,NA,"F","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A0176",96,NA,"F","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A1672",94,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A0193",87,NA,"F","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A1673",91,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","08","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A0169",91.5,NA,"F","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A0163",94,NA,"M","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A0183",90,NA,"M","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A0165",105,NA,"NO SEX","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A0162",91,NA,"NO SEX","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"HAPLOBLEPHARUS PICTUS","Dark shyshark","21 FEBRUARY 2014","A5954",53.5,NA,"M","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING","21","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A0172",87.1,NA,"F","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"HAPLOBLEPHARUS PICTUS","Dark shyshark","21 FEBRUARY 2014","D136027",60,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING","21","02","2014"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A0184",NA,66,"NO SEX","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A0180 (1)",85,NA,"NO SEX","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A3611",88,NA,"F","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A0187",92.2,NA,"F","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"HAPLOBLEPHARUS PICTUS","Dark shyshark","06 JUNE 2012","DECEASED",44.1,NA,"M","WALKER BAY","Hermanus",-34.422851,19.262768,"LINEFISHING","06","06","2012"
"HAPLOBLEPHARUS PICTUS","Dark shyshark","16 AUGUST 2012","DECEASED",54,NA,"F","WALKER BAY","Hermanus",-34.422851,19.262768,"LINEFISHING","16","08","2012"
"MUSTELUS MUSTELUS","Smooth houndshark","19 NOVEMBER 2012","A3688",67,NA,"F","GORDONS BAY","False Bay",-34.158896,18.850428,"LINEFISHING","19","11","2012"
"MUSTELUS MUSTELUS","Smooth houndshark","25 FEBRUARY 2014","A3216",80,NA,"F","DIE DAM","Agulhas",-34.768677,19.686647,"LINEFISHING","25","02","2014"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A0177",86.3,NA,"F","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A0166",87,NA,"M","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 MARCH 2012","A0174",88,NA,"M","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"SPHYRNA ZYGAENA","Smooth hammerhead shark","06 MARCH 2013","5851",107,NA,"M","DIE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","06","03","2013"
"MUSTELUS MUSTELUS","Smooth houndshark","19 NOVEMBER 2012","A2868",82,NA,"F","GORDONS BAY","False Bay",-34.158896,18.850428,"LINEFISHING","19","11","2012"
"RAJA STRAELENI","Biscuit skate","27 OCTOBER 2012","A2911",45.5,NA,"M","VARKENVLEI","West Coast",-32.764615,18.126514,"LINEFISHING","27","10","2012"
"ACROTERIOBATUS BLOCHII","Bluntnose sandshark","27 OCTOBER 2012","A2903",74,NA,"F","VARKENVLEI","West Coast",-32.764615,18.126514,"LINEFISHING","27","10","2012"
"ACROTERIOBATUS BLOCHII","Bluntnose sandshark","27 OCTOBER 2012","A2907",92,NA,"F","VARKENVLEI","West Coast",-32.764615,18.126514,"LINEFISHING","27","10","2012"
"AETOMYLAEUS BOVINUS","Duckbill ray","27 OCTOBER 2012","A2914",54,NA,"M","VARKENVLEI","West Coast",-32.764615,18.126514,"LINEFISHING","27","10","2012"
"ACROTERIOBATUS BLOCHII","Bluntnose sandshark","27 OCTOBER 2012","A2909",86,NA,"M","VARKENVLEI","West Coast",-32.764615,18.126514,"LINEFISHING","27","10","2012"
"ACROTERIOBATUS BLOCHII","Bluntnose sandshark","27 OCTOBER 2012","A2908",74,NA,"M","VARKENVLEI","West Coast",-32.764615,18.126514,"LINEFISHING","27","10","2012"
"ACROTERIOBATUS BLOCHII","Bluntnose sandshark","27 OCTOBER 2012","A2905",86.5,NA,"F","VARKENVLEI","West Coast",-32.764615,18.126514,"LINEFISHING","27","10","2012"
"ACROTERIOBATUS BLOCHII","Bluntnose sandshark","27 OCTOBER 2012","A2910",91,NA,"F","VARKENVLEI","West Coast",-32.764615,18.126514,"LINEFISHING","27","10","2012"
"GALEORHINUS GALEUS","Soupfin shark","19 NOVEMBER 2012","A2870",156,NA,"F","GORDONS BAY","False Bay",-34.158896,18.850428,"LINEFISHING","19","11","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","10 NOVEMBER 2012","A3683",141,NA,"F","GORDONS BAY","False Bay",-34.158896,18.850428,"LINEFISHING","10","11","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","10 NOVEMBER 2012","A146003",NA,235,"F","GORDONS BAY","False Bay",-34.158896,18.850428,"LINEFISHING","10","11","2012"
"HAPLOBLEPHARUS PICTUS","Dark shyshark","21 FEBRUARY 2014","finclip only",50,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING","21","02","2014"
"CARCHARHINUS BRACHYURUS","Bronze whaler","10 NOVEMBER 2012","A3682",196.5,NA,"F","GORDONS BAY","False Bay",-34.158896,18.850428,"LINEFISHING","10","11","2012"
"NOTORHYNCHUS CEPEDIANUS","Sevengill cowshark","27 OCTOBER 2012","A2904",NA,142,"M","VARKENVLEI","West Coast",-32.764615,18.126514,"LINEFISHING","27","10","2012"
"ACROTERIOBATUS BLOCHII","Bluntnose sandshark","27 OCTOBER 2012","A2906",81,NA,"F","VARKENVLEI","West Coast",-32.764615,18.126514,"LINEFISHING","27","10","2012"
"NOTORHYNCHUS CEPEDIANUS","Sevengill cowshark","27 OCTOBER 2012","A3625",NA,148,"M","VARKENVLEI","West Coast",-32.764615,18.126514,"LINEFISHING","27","10","2012"
"ACROTERIOBATUS BLOCHII","Bluntnose sandshark","27 OCTOBER 2012","A2902",91.2,NA,"F","VARKENVLEI","West Coast",-32.764615,18.126514,"LINEFISHING","27","10","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5849",152,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A3247",161,NA,"F","SURF ROAD, STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5847",302,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5902",158,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5897",103,NA,"M","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5895",111.5,NA,"M","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5901",147,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5899",230,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"GALEORHINUS GALEUS","Soupfin shark","14 JUNE 2012","A2864",151,NA,"M","GORDONS BAY","False Bay",-34.158896,18.850428,"LINEFISHING","14","06","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 MARCH 2012","A3618",79,NA,"M","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","08","03","2012"
"ROSTRORAJA ALBA","Spearnose skate","05 JULY 2012","A3552",138,NA,"M","STRAND","False Bay",-34.116257,18.820466,"LINEFISHING","05","07","2012"
"PORODERMA AFRICANUM","Pyjama catshark","26 FEBRUARY 2014","A146430",72,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING","26","02","2014"
"HAPLOBLEPHARUS PICTUS","Dark shyshark","21 FEBRUARY 2014","D136026",48,NA,"M","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING","21","02","2014"
"CARCHARHINUS BRACHYURUS","Bronze whaler","10 NOVEMBER 2012","A2919",131,NA,"F","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","10","11","2012"
"DASYATIS CHRYSONOTA","Blue stingray","10 NOVEMBER 2012","A3691",66.5,NA,"F","DE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","10","11","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A3246",137,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5900",180,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"HAPLOBLEPHARUS PICTUS","Dark shyshark","21 FEBRUARY 2014","D136022",58,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING","21","02","2014"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5890",156,NA,"M","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5892",149,NA,"M","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5949",227,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5889",126,NA,"M","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5800",192,NA,"F","BLAASGAT, STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5891",232,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5798",221,NA,"F","BLAASGAT, STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5950",163,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5845",158,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5903",238,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5846",145,NA,"M","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"HAPLOBLEPHARUS PICTUS","Dark shyshark","21 FEBRUARY 2014","D136024",54.5,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING","21","02","2014"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5886",153,NA,"M","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5885",193,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5888",221,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","19 JANUARY 2013","A2920",NA,137,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","19","01","2013"
"PORODERMA AFRICANUM","Pyjama catshark","19 JANUARY 2014","finclip only",73.5,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING","19","01","2014"
"DASYATIS CHRYSONOTA","Blue stingray","07 FEBRUARY 2013","A5834",46.5,NA,"M","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"CARCHARIAS TAURUS","Ragged-tooth shark","07 FEBRUARY 2013","A5841",209,NA,"M","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"DASYATIS CHRYSONOTA","Blue stingray","07 FEBRUARY 2013","A5832",54,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"SPHYRNA ZYGAENA","Smooth hammerhead shark","07 FEBRUARY 2013","A 3244",113,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"DASYATIS CHRYSONOTA","Blue stingray","07 FEBRUARY 2013","A3239",49,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"DASYATIS CHRYSONOTA","Blue stingray","07 FEBRUARY 2013","A5825",50.5,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 FEBRUARY 2013","A5837 (?)",85,NA,"M","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"MYLIOBATIS AQUILA","Eagle ray","19 JANUARY 2013","A366_",80,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","19","01","2013"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5884",148.5,NA,"M","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5893",193,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5896",168,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","08 DECEMBER 2012","A5898",128,NA,"F","STRANDFONTEIN","False Bay",-34.087406,18.581635,"LINEFISHING","08","12","2012"
"AETOMYLAEUS BOVINUS","Duckbill ray","08 FEBRUARY 2013","A3243",99,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","08","02","2013"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","08 FEBRUARY 2013","A5830",86.5,NA,"M","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","08","02","2013"
"CARCHARHINUS OBSCURUS","Dusky shark","07 FEBRUARY 2013","A5823",99,NA,"M","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"CARCHARHINUS OBSCURUS","Dusky shark","07 FEBRUARY 2013","A5820",124,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"DASYATIS CHRYSONOTA","Blue stingray","07 FEBRUARY 2013","A5827",56,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"DASYATIS CHRYSONOTA","Blue stingray","07 FEBRUARY 2013","A58__",92,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"DASYATIS CHRYSONOTA","Blue stingray","07 FEBRUARY 2013","A5831",67,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"MUSTELUS MUSTELUS","Smooth houndshark","07 FEBRUARY 2013","A5822",139,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","07","02","2013"
"CARCHARIAS TAURUS","Ragged-tooth shark","06 FEBRUARY 2013","A5906",232,NA,"M","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","06","02","2013"
"CARCHARIAS TAURUS","Ragged-tooth shark","06 FEBRUARY 2013","A5920",262,NA,"F","VAN DER RIETS","Algoa Bay",-33.778865,25.723433,"LINEFISHING","06","02","2013"
