"DATE LAST MODIFIED","RECORD URL","SPECIES_SCIENTIFIC","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","YEAR IDENTIFIED","MONTH IDENTIFIED","DAY IDENTIFIED","YEAR","MONTH","DAY","TIME OF DAY","LOCALITY","LONGITUDE","LATITUDE","SEX","NOTES","LENGTH (M)","MARKED INDIVIDUAL","LOCATIONID","SUBMITTER EMAIL ADDRESS","OWNER","DATATYPE"
"2020-12-17","http://fin.caperadd.com/encounters/encounter.jsp?number=fe8f478b-96f9-47c6-9720-ca42f25341b2","PORODERMA AFRICANUM","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Poroderma","africanum","2020","12","12","2020","12","12","11:17","LONG BEACH","18.427776783540864","-34.188402305839844",NA,NA,NA,"PA_019","LONG BEACH",NA,"CAPERADD","UVC"
"2020-12-17","http://fin.caperadd.com/encounters/encounter.jsp?number=407e5668-5f4e-4b36-93c8-c4bf92c964df","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","12","1","2020","12","1","15:9","A FRAME","18.462182241295658","-34.2077692946513","male",NA,NA,"HE_083","A-FRAME",NA,"CAPERADD","UVC"
"2020-12-17","http://fin.caperadd.com/encounters/encounter.jsp?number=c50292f4-bbeb-4ce1-8380-aa4068f8fcdb","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","12","1","2020","12","1","15:40","A FRAME","18.46243479526228","-34.20827768120941",NA,NA,NA,"HE_082","A-FRAME",NA,"CAPERADD","UVC"
"2020-12-15","http://fin.caperadd.com/encounters/encounter.jsp?number=d94adc3b-58d7-4896-acc0-29bf858f30db","PORODERMA AFRICANUM","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Poroderma","africanum","2020","11","30","2020","11","30","16:57","WINDMILL BEACH, CAPE TOWN","18.457534427699787","-34.201108614720155",NA,NA,NA,"PA_012","WINDMILL BEACH",NA,"CAPERADD","UVC"
"2020-12-17","http://fin.caperadd.com/encounters/encounter.jsp?number=b9d325c7-5212-433d-adde-df0e72d11b83","HAPLOBLEPHARUS PICTUS","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","pictus","2020","11","29","2020","11","29","12:1","THE BOS  400","18.308415412902832","-34.0369776158234",NA,NA,NA,"HP_032",NA,NA,"CAPERADD","UVC"
"2020-12-17","http://fin.caperadd.com/encounters/encounter.jsp?number=0540a577-32c5-4c03-8c9c-4e83cd32e7ce","HAPLOBLEPHARUS PICTUS","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","pictus","2020","11","27","2020","11","27","14:51","FALSE BAY YACHT CLUB","18.433728378864878","-34.19150910323757",NA,NA,NA,"HP_027",NA,NA,"CAPERADD","UVC"
"2020-12-17","http://fin.caperadd.com/encounters/encounter.jsp?number=0e4cae55-19f5-4e98-8a1b-83e1c9c9ec27","HAPLOBLEPHARUS PICTUS","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","pictus","2020","11","27","2020","11","27","14:36","FALSE BAY YACHT CLUB","18.4341728925985","-34.190876928651015",NA,NA,NA,"HP_026",NA,NA,"CAPERADD","UVC"
"2020-12-17","http://fin.caperadd.com/encounters/encounter.jsp?number=197ade22-f4b3-49c9-96bc-dff346123841","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","11","27","2020","11","27","14:7","FALSE BAY YACHT CLUB","18.433854074657372","-34.19207469931681",NA,NA,NA,"HE_077",NA,NA,"CAPERADD","UVC"
"2020-12-17","http://fin.caperadd.com/encounters/encounter.jsp?number=42b28692-ccea-43a6-9dd2-5e356c0cdf13","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","11","27","2020","11","27","14:7","FALSE BAY YACHT CLUB","18.43439833508494","-34.19144353781961",NA,NA,NA,"HE_077",NA,NA,"CAPERADD","UVC"
"2020-12-17","http://fin.caperadd.com/encounters/encounter.jsp?number=5096e892-323b-4724-9ed7-7e1c2f3f74cf","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","11","27","2020","11","27","14:16","FALSE BAY YACHT CLUB","18.434544349615244","-34.19117043882623",NA,NA,NA,"HE_078",NA,NA,"CAPERADD","UVC"
"2020-12-17","http://fin.caperadd.com/encounters/encounter.jsp?number=67b08b3d-bb15-4ec6-a5aa-96c75ffbc1a2","HAPLOBLEPHARUS PICTUS","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","pictus","2020","11","27","2020","11","27","14:43","FALSE BAY YACHT CLUB","18.433861497146314","-34.19206355402266",NA,NA,NA,"HP_028",NA,NA,"CAPERADD","UVC"
"2020-12-11","http://fin.caperadd.com/encounters/encounter.jsp?number=03dcb3f7-e699-42cf-8f43-a37fe074b1c4","HAPLOBLEPHARUS PICTUS","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","pictus","2020","11","26","2020","11","26","14:13","LONG BEACH","18.429313235504402","-34.18641475826549",NA,NA,NA,"HP_016","LONG BEACH",NA,"CAPERADD","UVC"
"2020-12-11","http://fin.caperadd.com/encounters/encounter.jsp?number=0c4970cc-6596-4b20-9077-77933b00aeac","HAPLOBLEPHARUS PICTUS","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","pictus","2020","11","26","2020","11","26","14:29","LONG BEACH","18.427956193687486","-34.186987072459324",NA,NA,NA,"HP_018","LONG BEACH",NA,"CAPERADD","UVC"
"2020-12-11","http://fin.caperadd.com/encounters/encounter.jsp?number=13fdf95a-3f63-41ca-aa30-714dbdc90ffd","HAPLOBLEPHARUS PICTUS","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","pictus","2020","11","26","2020","11","26","14:31","LONG BEACH","18.42908499977245","-34.18659531865874",NA,NA,NA,"HP_019","LONG BEACH",NA,"CAPERADD","UVC"
"2020-12-11","http://fin.caperadd.com/encounters/encounter.jsp?number=17ee2a88-78b6-49df-ba9c-11729d1dd120","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","11","26","2020","11","26","14:27","LONG BEACH","18.42952645654015","-34.18659551486899","male",NA,NA,"HE_060","LONG BEACH",NA,"CAPERADD","UVC"
"2020-12-11","http://fin.caperadd.com/encounters/encounter.jsp?number=201167b3-d4dc-438e-8a25-6c954ee6ab8b","HAPLOBLEPHARUS PICTUS","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","pictus","2020","11","26","2020","11","26","14:36","LONG BEACH","18.42789821429076","-34.18820884753425",NA,NA,NA,"HP_021","LONG BEACH",NA,"CAPERADD","UVC"
"2020-12-11","http://fin.caperadd.com/encounters/encounter.jsp?number=34e97984-52f5-4b1b-be3d-ea6fab97584b","HAPLOBLEPHARUS PICTUS","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","pictus","2020","11","26","2020","11","26","14:21","LONG BEACH","18.428063154220595","-34.18662640640648",NA,NA,NA,"HP_017","LONG BEACH",NA,"CAPERADD","UVC"
"2020-12-11","http://fin.caperadd.com/encounters/encounter.jsp?number=58464f59-aa88-4923-9dcf-34a944568412","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","11","26","2020","11","26","14:26","LONG BEACH","18.42849608151273","-34.186882338722455","male",NA,NA,"HE_059","LONG BEACH",NA,"CAPERADD","UVC"
"2020-12-11","http://fin.caperadd.com/encounters/encounter.jsp?number=5b92f1f9-2b0a-4ed6-9d83-8dd8210a4346","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","11","26","2020","11","26","14:25","LONG BEACH","18.428682265344683","-34.18674627618421",NA,NA,NA,"HE_058","LONG BEACH",NA,"CAPERADD","UVC"
"2020-12-11","http://fin.caperadd.com/encounters/encounter.jsp?number=76836027-8f0c-4bba-b0d9-cec53f445f7b","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","11","26","2020","11","26","14:38","LONG BEACH","18.427869815179697","-34.18835730274483",NA,NA,NA,"HE_061","LONG BEACH",NA,"CAPERADD","UVC"
"2020-12-11","http://fin.caperadd.com/encounters/encounter.jsp?number=79273a48-5283-49b7-a846-96de0dba39d4","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","11","26","2020","11","26","14:45","LONG BEACH","18.4276756394283","-34.18817913078058",NA,NA,NA,"HE_062","LONG BEACH",NA,"CAPERADD","UVC"
"2020-12-11","http://fin.caperadd.com/encounters/encounter.jsp?number=b0365b48-285b-414a-8492-984c0fe14f84","HAPLOBLEPHARUS PICTUS","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","pictus","2020","11","26","2020","11","26","14:12","LONG BEACH","18.428245544433608","-34.18841026641175",NA,NA,NA,"HP_020","LONG BEACH",NA,"CAPERADD","UVC"
"2020-12-11","http://fin.caperadd.com/encounters/encounter.jsp?number=d32b4d8c-cb10-43df-82b6-ec3c9ce2c3e3","PORODERMA AFRICANUM","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Poroderma","africanum","2020","11","26","2020","11","26","14:36","LONG BEACH","18.428142599865097","-34.18817480834962",NA,NA,NA,"PA_008","LONG BEACH",NA,"CAPERADD","UVC"
"2020-12-17","http://fin.caperadd.com/encounters/encounter.jsp?number=40441a65-32c1-45d3-906c-4eb85b169448","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","11","25","2020","11","25","10:4","LONG BEACH","18.42935391675741","-34.186209714233875",NA,NA,NA,"HE_085","LONG BEACH",NA,"CAPERADD","UVC"
"2020-12-17","http://fin.caperadd.com/encounters/encounter.jsp?number=7846fa63-8454-4702-9b9e-c7528ec9a4f9","HAPLOBLEPHARUS PICTUS","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","pictus","2020","11","25","2020","11","25","9:59","LONG BEACH","18.42944785526822","-34.185685307824116",NA,NA,NA,"HP_034","LONG BEACH",NA,"CAPERADD","UVC"
"2020-12-17","http://fin.caperadd.com/encounters/encounter.jsp?number=7983f2a7-3e7c-4dca-b81f-4f2c004c77ce","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","11","25","2020","11","25","9:57","LONG BEACH","18.429421873684973","-34.186328920578596",NA,NA,NA,"HE_086","LONG BEACH",NA,"CAPERADD","UVC"
"2020-12-17","http://fin.caperadd.com/encounters/encounter.jsp?number=d6eb3301-e4a5-4d8d-a05b-da0de6bd0b7d","PORODERMA AFRICANUM","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Poroderma","africanum","2020","11","22","2020","11","22","14:14","CAPE POINT","18.463806425728567","-34.30604607168435",NA,NA,NA,"PA_013",NA,NA,"CAPERADD","UVC"
"2020-12-14","http://fin.caperadd.com/encounters/encounter.jsp?number=7216c41a-02db-4776-8c79-54cb1a2afe8e","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","11","2","2020","11","2","18:30","MUIZENBERG BEACH","18.46951829948394","-34.10888265831841",NA,NA,NA,"HE_075",NA,NA,"CAPERADD","UVC"
"2020-12-14","http://fin.caperadd.com/encounters/encounter.jsp?number=f2a72a28-4b49-49f3-a8a9-99288c6149a9","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","10","25","2020","10","25","10:13","GLENCAIRN BEACH","18.432789601448274","-34.16234035212007",NA,"Swimming through the kelp - this individual came to rest a metre away from another individual.",NA,"HE_074",NA,NA,"CAPERADD","UVC"
"2020-12-14","http://fin.caperadd.com/encounters/encounter.jsp?number=1dd3f269-f88c-4448-8e62-54bfb63acddc","HAPLOBLEPHARUS PICTUS","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","pictus","2020","10","24","2020","10","24","14:2","MILLERS POINT","18.475479256189463","-34.23404052958355",NA,"We spotted to look at a small octopus exposed and hiding among the rocks - 1m away was this shy shark. I assume a hunt was unfortunately intercepted.",NA,"HP_025","MILLER'S POINT",NA,"CAPERADD","UVC"
"2020-12-14","http://fin.caperadd.com/encounters/encounter.jsp?number=4956b145-ed3a-471e-852f-04459de3907f","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","10","24","2020","10","24","11:5","FROGGY POND","18.459174465783445","-34.204831832742734",NA,NA,NA,"HE_073","A-FRAME",NA,"CAPERADD","UVC"
"2020-12-14","http://fin.caperadd.com/encounters/encounter.jsp?number=e60b01d7-ae19-475b-a2c7-aba05ca4aefa","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","10","24","2020","10","24","11:8","FROGGY POND","18.459384544117214","-34.204822667281405",NA,"A small individual that was approx. 20cm",NA,"HE_072","A-FRAME",NA,"CAPERADD","UVC"
"2020-11-09","http://fin.caperadd.com/encounters/encounter.jsp?number=613cfb40-b65e-4367-9eed-e88d6b94a307","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","10","18","2020","10","18","11:31","WINDMILL BEACH - RIGHT HAND-SIDE","18.457373452067642","-34.2012899914592","male","Believe that this shark was male as I think the clasps were exposed. However couldn't get a good picture as I was snorkelling.",NA,"HE_056","WINDMILL BEACH",NA,"CAPERADD","UVC"
"2020-10-22","http://fin.caperadd.com/encounters/encounter.jsp?number=ab26918b-9809-4d16-86d0-0d9de09014e7","HAPLOBLEPHARUS PICTUS","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","pictus","2020","10","17","2020","10","17","11:51","LONG BEACH","18.4281589","-34.1883333",NA,NA,NA,"HP_012","LONG BEACH",NA,"CAPERADD","UVC"
"2020-11-03","http://fin.caperadd.com/encounters/encounter.jsp?number=92be4fd0-43e3-4518-bee1-957d4681a119","HAPLOBLEPHARUS PICTUS","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","pictus","2020","10","13","2020","10","13","11:15","COSY BEACH","18.361693208352943","-33.981259715129504",NA,NA,NA,"HP_015",NA,NA,"CAPERADD","UVC"
"2020-11-03","http://fin.caperadd.com/encounters/encounter.jsp?number=c5a09c91-ecf2-4219-97ed-794278ee86bf","HAPLOBLEPHARUS PICTUS","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","pictus","2020","10","13","2020","10","13","11:9","COSY BEACH","18.361534526747366","-33.98135566606083",NA,NA,NA,"HP_014",NA,NA,"CAPERADD","UVC"
"2020-10-22","http://fin.caperadd.com/encounters/encounter.jsp?number=0ba068eb-f83c-409c-a8df-9373309ed6ad","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","10","12","2020","10","12","14:52","MILLER'S POINT","18.47614794060754","-34.23407517460081",NA,NA,NA,"HE_055","MILLER'S POINT",NA,"CAPERADD","UVC"
"2020-10-22","http://fin.caperadd.com/encounters/encounter.jsp?number=e43b8b4a-0ddb-44fa-ab14-ac704096b317","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","10","12","2020","10","12","14:54","MILLER'S POINT","18.47643086826896","-34.23438816263257",NA,NA,NA,"HE_054","MILLER'S POINT",NA,"CAPERADD","UVC"
"2020-10-09","http://fin.caperadd.com/encounters/encounter.jsp?number=9e53d9a9-1294-424c-b1f0-6e6272cea3b7","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","10","7","2020","10","7",NA,"LONG BEACH","18.42789","-34.188256",NA,NA,NA,"HE_045","LONG BEACH",NA,"CAPERADD","UVC"
"2020-10-09","http://fin.caperadd.com/encounters/encounter.jsp?number=a02e7b1c-a393-4800-b91c-ba08db361ad1","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","10","7","2020","10","7",NA,"LONG BEACH","18.42789","-34.188256",NA,NA,NA,"HE_053","LONG BEACH",NA,"CAPERADD","UVC"
"2020-10-09","http://fin.caperadd.com/encounters/encounter.jsp?number=12f0c463-a113-428a-9913-7200d507d509","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","10","6","2020","10","6","15:17","LONG BEACH","18.42789","-34.188256",NA,NA,NA,"HE_049","LONG BEACH",NA,"CAPERADD","UVC"
"2020-10-09","http://fin.caperadd.com/encounters/encounter.jsp?number=6004b5dc-6cde-432a-8e36-197263cba512","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","10","6","2020","10","6","15:15","LONG BEACH","18.42789","-34.188256",NA,NA,NA,"HE_051","LONG BEACH",NA,"CAPERADD","UVC"
"2020-10-09","http://fin.caperadd.com/encounters/encounter.jsp?number=68183934-3e43-45ee-adde-6b6b94cd471f","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","10","6","2020","10","6","15:16","LONG BEACH","18.42789","-34.188256",NA,NA,NA,"HE_052","LONG BEACH",NA,"CAPERADD","UVC"
"2020-10-09","http://fin.caperadd.com/encounters/encounter.jsp?number=78c00cab-bee0-43a9-83b8-d86e906913a6","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","10","6","2020","10","6","15:16","LONG BEACH","18.42789","-34.188256",NA,NA,NA,"HE_050","LONG BEACH",NA,"CAPERADD","UVC"
"2020-10-09","http://fin.caperadd.com/encounters/encounter.jsp?number=b6e4f907-26d5-45b7-b2bd-7185aa12798d","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","10","6","2020","10","6","14:33","LONG BEACH","18.42789","-34.188256",NA,NA,NA,"HE_045","LONG BEACH",NA,"CAPERADD","UVC"
"2020-10-09","http://fin.caperadd.com/encounters/encounter.jsp?number=6de663cc-0905-4274-927f-aa7a7d77e4f3","HAPLOBLEPHARUS EDWARDSII","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIOORHINIDAE","Haploblepharus","edwardsii","2020","10","5","2020","10","5",NA,"LONG BEACH","18.42789","-34.188256",NA,NA,NA,"HE_045","LONG BEACH",NA,"CAPERADD","UVC"
