"DATE","LOCATION","ZONE...3","ZONE...4","TIME IN","TIME OUT","TOTAL SURVEY TIME","SPOT TIME","LATITUDE","LONGITUDE","DATATYPE","SPECIES_COMMON","SPECIES_SCIENTIFIC","OTHER SPECIES OF NOTE","SEX","TAGGED","NOTES","PICTURE","VIDEO","ADDITIONALNOTES","SHARKLIFE","DATA ENTRY BY:","CREW MEMBERS","DAY","MONTH","YEAR","OWNER"
"11.09.2018","GOTHAM","SDRZ","Shallow","0.4291666666666667",NA,NA,"0.43124999999999997",-27.4923099,32.70276686,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","U","U","They hung around us for 7min : Final drift coordinates are:  -27.4923099  	32.70276686","S30","R38 GoPro",NA,NA,NA,NA,11,9,2018,"SHARKLIFE"
"18.09.2020","RAGGIE REEF","IOWZ","Shallow","0.38611111111111113","0.40277777777777773",24,"0.39305555555555555",27.91505,32.59825,"UVC","BLACKTIP SHARK","CARCHARHINUS AMBLYRHYCHOS",NA,"u","u",NA,"G0030677",NA,NA,"3","Sam","Grant, Dennis, Max,Sam",18,9,2020,"SHARKLIFE"
"18.09.2020","RAGGIE REEF","IOWZ","Shallow","0.38611111111111113","0.40277777777777773",24,"0.40138888888888885",27.91571,32.5981,"UVC","BLACKTIP SHARK","CARCHARHINUS AMBLYRHYCHOS",NA,"u","u",NA,"G0040688",NA,NA,"3","Sam","Grant, Dennis, Max,Sam",18,9,2020,"SHARKLIFE"
"18.09.2020","RAGGIE REEF","IOWZ","Shallow","0.38611111111111113","0.40277777777777773",24,"0.40208333333333335",27.91575,32.59808,"UVC","BLACKTIP SHARK","CARCHARHINUS AMBLYRHYCHOS",NA,"u","u",NA,"G0050695",NA,NA,"3","Sam","Grant, Dennis, Max,Sam",18,9,2020,"SHARKLIFE"
"18.09.2020","RAGGIE REEF","IOWZ","Shallow","0.38611111111111113","0.40277777777777773",24,"0.40208333333333335",27.91575,32.59808,"UVC","BLACKTIP SHARK","CARCHARHINUS AMBLYRHYCHOS",NA,"u","u",NA,"G0050695",NA,NA,"3","Sam","Grant, Dennis, Max,Sam",18,9,2020,"SHARKLIFE"
"07.10.2020","STRINGER","SDRZ","Shallow","0.37638888888888888","0.3923611111111111",23,"0.38611111111111113",27.53085,32.682067,"UVC","LEOPARD WHIPTAIL RAY","HIMANTURA UNDULATA","baracuda","U","U","0","07.10.2020_2M (11)","0","0","4","Sam","Grant, Dennis, Max,Sam,Jess",7,10,2020,"SHARKLIFE"
"21.11.2020","SANCTUARY","IOWZ","Shallow","0.29444444444444445","0.33194444444444443",54,"0.30208333333333331",27.91384,32.59793,"UVC-F","COMMON BLACKTIP","CARCHARHINUS LIMBATUS",NA,NA,NA,NA,"21.11.2020_RR_ Blacktip",NA,"very large, almost the same size as the raggies","2","Sam","Grant, Max, Jess, Sam, Dennis",21,11,2020,"SHARKLIFE"
"07.09.2018","GOTHAM","SDRZ","Shallow","0.44166666666666665",NA,NA,"0.44305555555555554",-27.499113,32.698677,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","U","U",NA,NA,"R30 360",NA,NA,NA,NA,7,9,2018,"SHARKLIFE"
"07.09.2018","GOTHAM","SDRZ","Shallow",NA,NA,NA,NA,-27.499113,32.698677,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","U","U",NA,NA,"R30 360",NA,NA,NA,NA,7,9,2018,"SHARKLIFE"
"11.09.2018","GOTHAM","SDRZ","Shallow",NA,NA,NA,NA,-27.499113,32.698677,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","U","U",NA,NA,"R38 GoPro",NA,NA,NA,NA,11,9,2018,"SHARKLIFE"
"23.05.2019","GOTHAM","SDRZ","Shallow",NA,NA,NA,"0.45347222222222222",-27.499113,32.698677,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","U","U","always circles upcurrent and with the light behind it",NA,"y",NA,NA,NA,NA,23,5,2019,"SHARKLIFE"
"18.06.2019","GOTHAM","SDRZ","Shallow","0.4291666666666667",NA,NA,"0.4375",-27.499113,32.698677,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","U","N","entered the water for a group of wahoos, the bull was circling around for 5 min but didn't came any closer to the surface than 10 m",NA,NA,NA,NA,NA,NA,18,6,2019,"SHARKLIFE"
"18.06.2019","GOTHAM","SDRZ","Shallow","0.4291666666666667",NA,NA,"0.45833333333333331",-27.499113,32.698677,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","F","old spaghetti tag beneath dorsal fin right","swimming in circles with 2 smaller bulls following; we only entered water briefly and watched from the boat most of the time","C0025","C0025",NA,NA,NA,NA,18,6,2019,"SHARKLIFE"
"18.06.2019","GOTHAM","SDRZ","Shallow","0.4291666666666667",NA,NA,"0.45833333333333331",-27.499113,32.698677,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","U","N","swimming in circles following the big female; we only entered water briefly and watched from the boat most of the time","C0042_4","C0039",NA,NA,NA,NA,18,6,2019,"SHARKLIFE"
"18.06.2019","GOTHAM","SDRZ","Shallow","0.4291666666666667",NA,NA,"0.45833333333333331",-27.499113,32.698677,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","U","N","swimming in circles following the big female; we only entered water briefly and watched from the boat most of the time","C0038_1","C0039",NA,NA,NA,NA,18,6,2019,"SHARKLIFE"
"25.06.2019","GOTHAM","SDRZ","Shallow","0.4375",NA,NA,"0.44027777777777777",-27.499113,32.698677,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","U","N","swimming below flasher",NA,NA,NA,NA,NA,NA,25,6,2019,"SHARKLIFE"
"26.06.2019","GOTHAM","SDRZ","Shallow","0.45833333333333331",NA,NA,"0.46180555555555558",-27.499113,32.698677,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","U","N","swimming below flasher",NA,NA,NA,NA,NA,NA,26,6,2019,"SHARKLIFE"
"26.06.2019","GOTHAM","SDRZ","Shallow","0.45833333333333331",NA,NA,"0.46597222222222223",-27.499113,32.698677,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","U","N","swimming below flasher",NA,"G0255237",NA,NA,NA,NA,26,6,2019,"SHARKLIFE"
"29.06.2019","GOTHAM","SDRZ","Shallow","0.49652777777777773",NA,NA,"0.5",-27.499113,32.698677,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","U","N","swimming beneath freediver boye weight",NA,NA,NA,NA,NA,NA,29,6,2019,"SHARKLIFE"
"29.06.2019","TWO MILE","SDRZ","Shallow","0.45833333333333331",NA,NA,"0.47222222222222227",-27.514023,32.685593,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","U","N","swimming on bottom away from freedivers",NA,NA,NA,NA,NA,NA,29,6,2019,"SHARKLIFE"
"08.09.2019","GOTHAM","SDRZ","Shallow","U","U",NA,"U",-27.499113,32.698677,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","F","N","only flasher cams, stayed the whole time",NA,NA,NA,"0",NA,"Greg, Grant, 4xWorkshop Students",8,9,2019,"SHARKLIFE"
"10.09.2019","GOTHAM","SDRZ","Shallow","0.43263888888888885","0.44097222222222227",NA,"0.43611111111111112",-27.499113,32.698677,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","F","N","came in calm to the flasher, stayed for 5 minutes","G037497","10.09.2019",NA,"0",NA,"Miriam, Greg, Grant, 2xWorkshop students",10,9,2019,"SHARKLIFE"
"10.11.2019","GOTHAM","SDRZ","Shallow","0.40763888888888888","0.41875000000000001",NA,"0.40902777777777777",-27.499113,32.698677,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","U","N","U","see flash cam","GOPR9726",NA,"5",NA,"Miriam,Greg,Grant,Brooke,2xWorkshop students",10,11,2019,"SHARKLIFE"
"10.11.2019","GOTHAM","SDRZ","Shallow","0.40763888888888888","0.41875000000000001",NA,"0.40902777777777777",-27.499113,32.698677,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","U","N","U","see flash cam","GOPR9726",NA,"5",NA,"Miriam,Greg,Grant,Brooke,2xWorkshop students",10,11,2019,"SHARKLIFE"
"10.11.2019","GOTHAM","SDRZ","Shallow","0.40763888888888888","0.41875000000000001",NA,"0.40833333333333338",-27.499113,32.698677,"UVC","SILVERTIP","CARCHARHINUS ALBIMARGINATUS","0","U","N","leatherback surprised us when silvertip was around","see flash cam","GOPR9726",NA,"5",NA,"Miriam,Greg,Grant,Brooke,2xWorkshop students",10,11,2019,"SHARKLIFE"
"17.11.2019","GOTHAM","SDRZ","Shallow","0.4201388888888889","0.42708333333333331",NA,"0.42083333333333334",-27.499113,32.698677,"UVC","BULL SHARK","CARCHARHINUS LEUCAS","0","F","N","stayed for entire duration","GOO20339",NA,NA,"3",NA,"Grant, Ayunde, Emma, Brooke",17,11,2019,"SHARKLIFE"
"21.11.2019","GOTHAM","SDRZ","Shallow","0.3923611111111111","0.39999999999999997",NA,"0.39513888888888887",-27.499113,32.698677,"UVC","2 BULL SHARKS","CARCHARHINUS LEUCAS","0","U","U","calm but left quickly","GOO11296",NA,NA,"5",NA,"Grant, Emma, Brooke, 3 x workshop students",21,11,2019,"SHARKLIFE"
"22.11.2019","RAGGIE REEF","IOWZ","Shallow","0.36319444444444443","0.39166666666666666",NA,"0.37847222222222227",-27.91505,32.59825,"UVC","RAGGIES + 3 BLACKTIP SHARKS","CARCHARIAS TAURUS","0","U","U","inquisitive but skittish",NA,NA,NA,"4",NA,"Grant, Candice, Ayunde, Emma, Brooke",22,11,2019,"SHARKLIFE"
"22.11.2020","RAGGIE REEF","IOWZ","Shallow","0.3923611111111111","0.42708333333333331",NA,NA,-27.91505,32.59825,"UVC-S","RAGGIE SHARKS","CARCHARIAS TAURUS","0","ns","ns",NA,NA,NA,NA,"4",NA,"Grant, Candice, Ayunde, Emma, Brooke",22,11,2020,"SHARKLIFE"
"26.11.2019","RAGGIE REEF","IOWZ","Shallow","0.32500000000000001","0.37152777777777773",NA,NA,-27.91505,32.59825,"UVC","RAGGIE SHARKS + 3 BLACKTIPS","CARCHARIAS TAURUS","0",NA,"U",NA,NA,NA,NA,"3",NA,"Grant, Candice, Ayunde, Eben, Emma, Brooke",26,11,2019,"SHARKLIFE"
"26.11.2019","RAGGIE REEF","IOWZ","Shallow","0.3888888888888889","0.41666666666666669",NA,NA,-27.91505,32.59825,"UVC-F","RAGGIE SHARKS + 1 BLACKTIP","CARCHARIAS TAURUS","0",NA,"U",NA,NA,NA,NA,"5",NA,"Grant, Candice, Ayunde, Eben, Emma, Brooke",26,11,2019,"SHARKLIFE"
"02.12.2019","QUARTER MILE","IOCPLZN","Shallow","0.32291666666666669","0.3520833333333333",NA,"0.3263888888888889",-27.534618,32.683308,"UVC-F","2 RAGGIES","CARCHARIAS TAURUS","0","F","no","skittish, easily disturbed",NA,NA,NA,"1",NA,"Grant, Ayunde, Emma",2,12,2019,"SHARKLIFE"
"02.12.2019","QUARTER MILE","IOCPLZN","Shallow","0.32291666666666669","0.3520833333333333",NA,"0.33402777777777781",-27.534618,32.683308,"UVC-F","RAGGED-TOOTH SHARK","CARCHARIAS TAURUS","0","F","no","still but easily disturbed","GOO18836-47",NA,NA,"2",NA,"Grant, Ayunde, Emma",2,12,2019,"SHARKLIFE"
"02.12.2019","QUARTER MILE","IOCPLZN","Shallow","0.32291666666666669","0.3520833333333333",NA,"0.34722222222222227",-27.534618,32.683308,"UVC-F","RAGGED-TOOTH SHARK","CARCHARIAS TAURUS","0","F","no","still but easily disturbed","IMG_9714-9720",NA,NA,"2",NA,"Grant, Ayunde, Emma",2,12,2019,"SHARKLIFE"
"31.12.2019","QUARTER MILE","IOCPLZN","Shallow","0.47916666666666669","0.49791666666666662",27,NA,-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","ns","F","N",NA,"GOPR8337 (1)","GOPR8337_OER","raggies, grant scubered to retrieve RUV?","3",NA,"Grant, Candice, Greg, Miriam, Emma, Paige, David",31,12,2019,"SHARKLIFE"
"31.12.2019","QUARTER MILE","IOCPLZN","Shallow","0.47916666666666669","0.49791666666666662",27,NA,-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","ns","u","N",NA,NA,"GOPR4899","raggies, grant scubered to retrieve RUV?","3",NA,"Grant, Candice, Greg, Miriam, Emma, Paige, David",31,12,2019,"SHARKLIFE"
"31.12.2019","QUARTER MILE","IOCPLZN","Shallow","0.47916666666666669","0.49791666666666662",27,NA,-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","ns","u","N",NA,NA,"GOPR4899","raggies, grant scubered to retrieve RUV?","3",NA,"Grant, Candice, Greg, Miriam, Emma, Paige, David",31,12,2019,"SHARKLIFE"
"31.12.2019","QUARTER MILE","IOCPLZN","Shallow","0.47916666666666669","0.49791666666666662",27,NA,-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","ns","u","N",NA,NA,"GOPR4899","raggies, grant scubered to retrieve RUV?","3",NA,"Grant, Candice, Greg, Miriam, Emma, Paige, David",31,12,2019,"SHARKLIFE"
"31.12.2019","RAGGIE REEF","IOWZ","Shallow","0.31944444444444448","0.39930555555555558",115,NA,-27.91505,32.59825,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","ns","M","N",NA,"GH017111 (1)","GH017111","plenty of raggies, mediocre vis","6",NA,"Grant, Candice, Greg, Miriam, Emma, Paige, David",31,12,2019,"SHARKLIFE"
"31.12.2019","RAGGIE REEF","IOWZ","Shallow","0.31944444444444448","0.39930555555555558",115,NA,-27.91505,32.59825,"UVC-F","BLACKTIP SHARK","CARCHARHINUS LIMBATUS","2 pickhandle barracuda","F","N",NA,"G0338274 (2)","-","plenty of raggies, mediocre vis","6",NA,"Grant, Candice, Greg, Miriam, Emma, Paige, David",31,12,2019,"SHARKLIFE"
"02.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.38541666666666669","0.45833333333333331",105,NA,-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","brindle bass?","U","U",NA,"-","GOPR8614_OER","approx. 45 raggies, grant scubered to retrieve RUV","6",NA,"Grant, Greg, Miriam, Emma, Brooke, Paige, David",2,1,2020,"SHARKLIFE"
"02.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.38541666666666669","0.45833333333333331",105,NA,-27.534618,32.683308,"UVC-F","DRAGON RAY","PATEOBATIS JENKINSII","2 pickhandle barracudas","F","N","stationary until second one came, then began swimming in circles close to the bottom","GOPR8782 (1)","GOPR8782","approx. 45 raggies, grant scubered to retrieve RUV","6",NA,"Grant, Greg, Miriam, Emma, Brooke, Paige, David",2,1,2020,"SHARKLIFE"
"02.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.38541666666666669","0.45833333333333331",105,NA,-27.534618,32.683308,"UVC-F","DRAGON RAY","PATEOBATIS JENKINSII","ns","F","N","swam over to the other one, began to swim in circles close to the bottom","GOPR8782 (1)","GOPR8782","approx. 45 raggies, grant scubered to retrieve RUV","6",NA,"Grant, Greg, Miriam, Emma, Brooke, Paige, David",2,1,2020,"SHARKLIFE"
"03.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.35416666666666669","0.42708333333333331",105,NA,-27.534618,32.683308,"UVC-F","NS","NS","ns","ns","ns","ns","ns","ns","approx. 45 raggies, grant scubered to retrieve RUV","6",NA,"Grant, Greg, Miriam, Emma, Brooke, Paige, David",3,1,2020,"SHARKLIFE"
"04.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.35416666666666669","0.40625",75,NA,-27.534618,32.683308,"UVC-F","LEOPARD RAY","HIMANTURA LEOPARDA","ns","M","N",NA,"GOPR9981 (1)","GOPR9981","approx. 40 raggies","6",NA,"Grant, Greg, Miriam, Emma, Brooke, Paige, David",4,1,2020,"SHARKLIFE"
"04.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.35416666666666669","0.40625",75,NA,-27.534618,32.683308,"UVC-F","HONEYCOMB RAY","HIMANTURA UNDULATA","ns","F","N","possibly a juvenile","GOPR9982 (1)","GOPR9982","approx. 40 raggies","6",NA,"Grant, Greg, Miriam, Emma, Brooke, Paige, David",4,1,2020,"SHARKLIFE"
"04.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.35416666666666669","0.40625",75,NA,-27.534618,32.683308,"UVC-F","OCELLATED EAGLE RAY","AETOBATUS OCELLATUS","ns","F","N",NA,"GOPR9983 (1)","GOPR9983","approx. 40 raggies","6",NA,"Grant, Greg, Miriam, Emma, Brooke, Paige, David",4,1,2020,"SHARKLIFE"
"04.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.35416666666666669","0.40625",75,NA,-27.534618,32.683308,"UVC-F","HONEYCOMB RAY","HIMANTURA UNDULATA","ns","F","N","likely the same one","GOPR9997 (1)","GOPR9997","approx. 40 raggies","6",NA,"Grant, Greg, Miriam, Emma, Brooke, Paige, David",4,1,2020,"SHARKLIFE"
"04.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.35416666666666669","0.40625",75,NA,-27.534618,32.683308,"UVC-F","HONEYCOMB RAY","HIMANTURA UNDULATA","ns","F","N","likely the same one","GOPR0025 (1)","GOPR0025","approx. 40 raggies","6",NA,"Grant, Greg, Miriam, Emma, Brooke, Paige, David",4,1,2020,"SHARKLIFE"
"06.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.375","0.39583333333333331",30,NA,-27.534618,32.683308,"UVC-F","DRAGON RAY","PATEOBATIS JENKINSII","ns","M","N","strong current","G0016439 (1)","-","no raggies, grant scubered, all rays seen by grant whilst on scuber","3",NA,"Grant, Ayanda, Miriam, Emma",6,1,2020,"SHARKLIFE"
"06.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.375","0.39583333333333331",30,NA,-27.534618,32.683308,"UVC-F","DRAGON RAY","PATEOBATIS JENKINSII","ns","M","N","strong current","G0026447 (1)","-","no raggies, grant scubered, all rays seen by grant whilst on scuber","3",NA,"Grant, Ayanda, Miriam, Emma",6,1,2020,"SHARKLIFE"
"06.01.2020","QUARTER MILE","IOCPLZN","Shallow","0.375","0.39583333333333298",30,NA,-27.534618,32.683308,"UVC-F","DRAGON RAY","PATEOBATIS JENKINSII","ns","F","N","strong current","G0026446 (1)","-","no raggies, grant scubered, all rays seen by grant whilst on scuber","3",NA,"Grant, Ayanda, Miriam, Emma",6,1,2020,"SHARKLIFE"
